payment_id,payable_id,supplier_id,payment_date,amount_paid,payment_method
PM-0000388,AP-0000388,SUP-026,2026-07-16,4141.87,PIX
PM-0000389,AP-0000389,SUP-031,2026-08-17,2109.89,Boleto
PM-0000390,AP-0000390,SUP-031,2026-09-04,2109.89,Boleto
PM-0000391,AP-0000391,SUP-036,2024-09-19,3606.00,TED
PM-0000392,AP-0000392,SUP-041,2024-10-22,3677.18,PIX
PM-0000393,AP-0000393,SUP-046,2024-11-18,3749.04,Boleto
PM-0000394,AP-0000394,SUP-051,2024-12-21,1910.78,TED
PM-0000395,AP-0000395,SUP-051,2025-01-08,1910.78,TED
PM-0000396,AP-0000396,SUP-056,2025-01-22,3894.77,PIX
PM-0000397,AP-0000397,SUP-061,2025-02-24,3968.64,Boleto
PM-0000398,AP-0000398,SUP-066,2025-03-29,4043.18,TED
PM-0000399,AP-0000399,SUP-071,2025-04-23,2059.20,PIX
PM-0000400,AP-0000400,SUP-071,2025-05-11,2059.20,PIX
PM-0000401,AP-0000401,SUP-076,2025-05-26,4194.29,Boleto
PM-0000402,AP-0000402,SUP-081,2025-06-27,4270.85,TED
PM-0000403,AP-0000403,SUP-001,2025-07-30,4348.08,PIX
PM-0000404,AP-0000404,SUP-006,2025-08-31,2212.99,Boleto
PM-0000405,AP-0000405,SUP-006,2025-09-18,2212.99,Boleto
PM-0000406,AP-0000406,SUP-011,2025-09-28,4504.56,TED
PM-0000407,AP-0000407,SUP-016,2025-10-31,4583.81,PIX
PM-0000408,AP-0000408,SUP-021,2025-12-02,4663.73,Boleto
PM-0000409,AP-0000409,SUP-026,2026-01-04,2372.16,TED
PM-0000410,AP-0000410,SUP-026,2026-01-22,2372.16,TED
PM-0000411,AP-0000411,SUP-031,2026-02-05,4825.58,PIX
PM-0000412,AP-0000412,SUP-036,2026-03-05,4907.52,Boleto
PM-0000413,AP-0000413,SUP-041,2026-04-07,4990.13,TED
PM-0000414,AP-0000414,SUP-046,2026-05-07,2536.70,PIX
PM-0000415,AP-0000415,SUP-046,2026-05-25,2536.70,PIX
PM-0000416,AP-0000416,SUP-051,2026-06-09,5157.36,Boleto
PM-0000417,AP-0000417,SUP-056,2026-07-11,5241.98,TED
PM-0000418,AP-0000418,SUP-061,2026-08-08,5327.28,PIX
PM-0000419,AP-0000419,SUP-066,2026-08-12,2706.62,Boleto
PM-0000420,AP-0000420,SUP-066,2026-08-30,2706.62,Boleto
PM-0000421,AP-0000421,SUP-071,2024-09-14,4614.00,TED
PM-0000422,AP-0000422,SUP-076,2024-10-17,4693.25,PIX
PM-0000423,AP-0000423,SUP-081,2024-11-18,4773.17,Boleto
PM-0000424,AP-0000424,SUP-001,2024-12-16,2426.88,TED
PM-0000425,AP-0000425,SUP-001,2025-01-03,2426.88,TED
PM-0000426,AP-0000426,SUP-006,2025-01-17,4935.02,PIX
PM-0000427,AP-0000427,SUP-011,2025-02-19,5016.96,Boleto
PM-0000428,AP-0000428,SUP-016,2025-03-24,5099.57,TED
PM-0000429,AP-0000429,SUP-021,2025-04-23,2591.42,PIX
PM-0000430,AP-0000430,SUP-021,2025-05-11,2591.42,PIX
PM-0000431,AP-0000431,SUP-026,2025-05-21,5266.80,Boleto
PM-0000432,AP-0000432,SUP-031,2025-06-22,5351.42,TED
PM-0000433,AP-0000433,SUP-036,2025-07-25,5436.72,PIX
PM-0000434,AP-0000434,SUP-041,2025-08-26,2761.34,Boleto
PM-0000435,AP-0000435,SUP-041,2025-09-13,2761.34,Boleto
PM-0000436,AP-0000436,SUP-046,2025-09-28,5609.33,TED
PM-0000437,AP-0000437,SUP-051,2025-10-26,5696.64,PIX
PM-0000438,AP-0000438,SUP-056,2025-11-27,5784.62,Boleto
PM-0000439,AP-0000439,SUP-061,2025-12-30,2936.64,TED
PM-0000440,AP-0000440,SUP-061,2026-01-17,2936.64,TED
PM-0000441,AP-0000441,SUP-066,2026-01-31,5962.61,PIX
PM-0000442,AP-0000442,SUP-071,2026-03-05,6052.61,Boleto
PM-0000443,AP-0000443,SUP-076,2026-04-02,6143.28,TED
PM-0000444,AP-0000444,SUP-081,2026-05-02,3117.31,PIX
PM-0000445,AP-0000445,SUP-081,2026-05-20,3117.31,PIX
PM-0000446,AP-0000446,SUP-001,2026-06-04,6326.64,Boleto
PM-0000447,AP-0000447,SUP-006,2026-07-06,6419.33,TED
PM-0000448,AP-0000448,SUP-011,2026-08-08,6512.69,PIX
PM-0000449,AP-0000449,SUP-016,2026-09-04,1065.60,Boleto
PM-0000450,AP-0000450,SUP-016,2026-09-22,1065.60,Boleto
PM-0000451,AP-0000451,SUP-021,2024-10-07,1842.00,TED
PM-0000452,AP-0000452,SUP-026,2024-11-09,1899.07,PIX
PM-0000453,AP-0000453,SUP-031,2024-12-11,1956.82,Boleto
PM-0000454,AP-0000454,SUP-036,2024-12-16,1007.62,TED
PM-0000455,AP-0000455,SUP-036,2025-01-03,1007.62,TED
PM-0000456,AP-0000456,SUP-041,2025-01-12,2074.32,PIX
PM-0000457,AP-0000457,SUP-046,2025-02-14,2134.08,Boleto
PM-0000458,AP-0000458,SUP-051,2025-03-19,2194.51,TED
PM-0000459,AP-0000459,SUP-056,2025-04-18,1127.81,PIX
PM-0000460,AP-0000460,SUP-056,2025-05-06,1127.81,PIX
PM-0000461,AP-0000461,SUP-061,2025-05-21,2317.39,Boleto
PM-0000462,AP-0000462,SUP-066,2025-06-17,2379.84,TED
PM-0000463,AP-0000463,SUP-071,2025-07-20,2442.96,PIX
PM-0000464,AP-0000464,SUP-076,2025-08-21,1253.38,Boleto
PM-0000465,AP-0000465,SUP-076,2025-09-08,1253.38,Boleto
PM-0000466,AP-0000466,SUP-081,2025-09-23,2571.22,TED
PM-0000467,AP-0000467,SUP-001,2025-10-26,2636.35,PIX
PM-0000468,AP-0000468,SUP-006,2025-11-22,2702.16,Boleto
PM-0000469,AP-0000469,SUP-011,2025-12-25,1384.32,TED
PM-0000470,AP-0000470,SUP-011,2026-01-12,1384.32,TED
PM-0000471,AP-0000471,SUP-016,2026-01-26,2835.79,PIX
PM-0000472,AP-0000472,SUP-021,2026-02-28,2903.62,Boleto
PM-0000473,AP-0000473,SUP-026,2026-04-02,2972.11,TED
PM-0000474,AP-0000474,SUP-031,2026-04-27,1520.64,PIX
PM-0000475,AP-0000475,SUP-031,2026-05-15,1520.64,PIX
PM-0000476,AP-0000476,SUP-036,2026-05-30,3111.12,Boleto
PM-0000477,AP-0000477,SUP-041,2026-07-01,3181.63,TED
PM-0000478,AP-0000478,SUP-046,2026-08-03,3252.82,PIX
PM-0000479,AP-0000479,SUP-051,2026-09-04,1662.34,Boleto
PM-0000480,AP-0000480,SUP-051,2026-09-22,1662.34,Boleto
PM-0000481,AP-0000481,SUP-056,2024-10-02,2850.00,TED
PM-0000482,AP-0000482,SUP-061,2024-11-04,2915.14,PIX
PM-0000483,AP-0000483,SUP-066,2024-12-06,2980.94,Boleto
PM-0000484,AP-0000484,SUP-071,2025-01-08,1523.71,TED
PM-0000485,AP-0000485,SUP-071,2025-01-26,1523.71,TED
PM-0000486,AP-0000486,SUP-076,2025-02-09,3114.58,PIX
PM-0000487,AP-0000487,SUP-081,2025-03-09,3182.40,Boleto
PM-0000488,AP-0000488,SUP-001,2025-04-11,3250.90,TED
PM-0000489,AP-0000489,SUP-006,2025-04-13,1660.03,PIX
PM-0000490,AP-0000490,SUP-006,2025-05-01,1660.03,PIX
PM-0000491,AP-0000491,SUP-011,2025-05-16,3389.90,Boleto
PM-0000492,AP-0000492,SUP-016,2025-06-17,3460.42,TED
PM-0000493,AP-0000493,SUP-021,2025-07-15,3531.60,PIX
PM-0000494,AP-0000494,SUP-026,2025-08-16,1801.73,Boleto
PM-0000495,AP-0000495,SUP-026,2025-09-03,1801.73,Boleto
PM-0000496,AP-0000496,SUP-031,2025-09-18,3675.98,TED
PM-0000497,AP-0000497,SUP-036,2025-10-21,3749.18,PIX
PM-0000498,AP-0000498,SUP-041,2025-11-22,3823.06,Boleto
PM-0000499,AP-0000499,SUP-046,2025-12-20,1948.80,TED
PM-0000500,AP-0000500,SUP-046,2026-01-07,1948.80,TED
PM-0000501,AP-0000501,SUP-051,2026-01-21,3972.82,PIX
PM-0000502,AP-0000502,SUP-056,2026-02-23,4048.70,Boleto
PM-0000503,AP-0000503,SUP-061,2026-03-28,4125.26,TED
PM-0000504,AP-0000504,SUP-066,2026-04-27,2101.25,PIX
PM-0000505,AP-0000505,SUP-066,2026-05-15,2101.25,PIX
PM-0000506,AP-0000506,SUP-071,2026-05-25,4280.40,Boleto
PM-0000507,AP-0000507,SUP-076,2026-06-26,4358.98,TED
PM-0000508,AP-0000508,SUP-081,2026-07-29,4438.22,PIX
PM-0000509,AP-0000509,SUP-001,2026-08-30,2259.07,Boleto
PM-0000510,AP-0000510,SUP-001,2026-09-17,2259.07,Boleto
PM-0000511,AP-0000511,SUP-006,2024-10-02,3858.00,TED
PM-0000512,AP-0000512,SUP-011,2024-10-30,3931.20,PIX
PM-0000513,AP-0000513,SUP-016,2024-12-01,4005.07,Boleto
PM-0000514,AP-0000514,SUP-021,2025-01-03,2039.81,TED
PM-0000515,AP-0000515,SUP-021,2025-01-21,2039.81,TED
PM-0000516,AP-0000516,SUP-026,2025-02-04,4154.83,PIX
PM-0000517,AP-0000517,SUP-031,2025-03-09,4230.72,Boleto
PM-0000518,AP-0000518,SUP-036,2025-04-06,4307.28,TED
PM-0000519,AP-0000519,SUP-041,2025-05-06,2192.26,PIX
PM-0000520,AP-0000520,SUP-041,2025-05-24,2192.26,PIX
PM-0000521,AP-0000521,SUP-046,2025-06-08,4462.42,Boleto
PM-0000522,AP-0000522,SUP-051,2025-07-10,4540.99,TED
PM-0000523,AP-0000523,SUP-056,2025-08-12,4620.24,PIX
PM-0000524,AP-0000524,SUP-061,2025-08-11,2350.08,Boleto
PM-0000525,AP-0000525,SUP-061,2025-08-29,2350.08,Boleto
PM-0000526,AP-0000526,SUP-066,2025-09-13,4780.75,TED
PM-0000527,AP-0000527,SUP-071,2025-10-16,4862.02,PIX
PM-0000528,AP-0000528,SUP-076,2025-11-17,4943.95,Boleto
PM-0000529,AP-0000529,SUP-081,2025-12-20,2513.28,TED
PM-0000530,AP-0000530,SUP-081,2026-01-07,2513.28,TED
PM-0000531,AP-0000531,SUP-001,2026-01-16,5109.84,PIX
PM-0000532,AP-0000532,SUP-006,2026-02-18,5193.79,Boleto
PM-0000533,AP-0000533,SUP-011,2026-03-23,5278.42,TED
PM-0000534,AP-0000534,SUP-016,2026-04-22,2681.86,PIX
PM-0000535,AP-0000535,SUP-016,2026-05-10,2681.86,PIX
PM-0000536,AP-0000536,SUP-021,2026-05-25,5449.68,Boleto
PM-0000537,AP-0000537,SUP-026,2026-06-21,5536.32,TED
PM-0000538,AP-0000538,SUP-031,2026-07-24,5623.63,PIX
PM-0000539,AP-0000539,SUP-036,2026-08-25,2855.81,Boleto
PM-0000540,AP-0000540,SUP-036,2026-09-12,2855.81,Boleto
PM-0000541,AP-0000541,SUP-041,2024-09-27,4866.00,TED
PM-0000542,AP-0000542,SUP-046,2024-10-30,4947.26,PIX
PM-0000543,AP-0000543,SUP-051,2024-11-26,5029.20,Boleto
PM-0000544,AP-0000544,SUP-056,2024-12-29,2555.90,TED
PM-0000545,AP-0000545,SUP-056,2025-01-16,2555.90,TED
PM-0000546,AP-0000546,SUP-061,2025-01-30,5195.09,PIX
PM-0000547,AP-0000547,SUP-066,2025-03-04,5279.04,Boleto
PM-0000548,AP-0000548,SUP-071,2025-04-06,5363.66,TED
PM-0000549,AP-0000549,SUP-076,2025-05-01,2724.48,PIX
PM-0000550,AP-0000550,SUP-076,2025-05-19,2724.48,PIX
PM-0000551,AP-0000551,SUP-081,2025-06-03,5534.93,Boleto
PM-0000552,AP-0000552,SUP-001,2025-07-05,5621.57,TED
PM-0000553,AP-0000553,SUP-006,2025-08-07,5708.88,PIX
PM-0000554,AP-0000554,SUP-011,2025-09-08,2898.43,Boleto
PM-0000555,AP-0000555,SUP-011,2025-09-26,2898.43,Boleto
PM-0000556,AP-0000556,SUP-016,2025-10-06,5885.52,TED
PM-0000557,AP-0000557,SUP-021,2025-11-08,5974.85,PIX
PM-0000558,AP-0000558,SUP-026,2025-12-10,6064.85,Boleto
PM-0000559,AP-0000559,SUP-031,2025-12-15,3077.76,TED
PM-0000560,AP-0000560,SUP-031,2026-01-02,3077.76,TED
PM-0000561,AP-0000561,SUP-036,2026-01-16,6246.86,PIX
PM-0000562,AP-0000562,SUP-041,2026-02-13,2044.80,Boleto
PM-0000563,AP-0000563,SUP-046,2026-03-18,2107.25,TED
PM-0000564,AP-0000564,SUP-051,2026-04-17,1085.18,PIX
PM-0000565,AP-0000565,SUP-051,2026-05-05,1085.18,PIX
PM-0000566,AP-0000566,SUP-056,2026-05-20,2234.16,Boleto
PM-0000567,AP-0000567,SUP-061,2026-06-21,2298.62,TED
PM-0000568,AP-0000568,SUP-066,2026-07-19,2363.76,PIX
PM-0000569,AP-0000569,SUP-071,2026-08-20,1214.78,Boleto
PM-0000570,AP-0000570,SUP-071,2026-09-07,1214.78,Boleto
PM-0000571,AP-0000571,SUP-076,2024-09-22,2094.00,TED
PM-0000572,AP-0000572,SUP-081,2024-10-25,2153.09,PIX
PM-0000573,AP-0000573,SUP-001,2024-11-26,2212.85,Boleto
PM-0000574,AP-0000574,SUP-006,2024-12-24,1136.64,TED
PM-0000575,AP-0000575,SUP-006,2025-01-11,1136.64,TED
PM-0000576,AP-0000576,SUP-011,2025-01-25,2334.38,PIX
PM-0000577,AP-0000577,SUP-016,2025-02-27,2396.16,Boleto
PM-0000578,AP-0000578,SUP-021,2025-04-01,2458.61,TED
PM-0000579,AP-0000579,SUP-026,2025-05-01,1260.86,PIX
PM-0000580,AP-0000580,SUP-026,2025-05-19,1260.86,PIX
PM-0000581,AP-0000581,SUP-031,2025-05-29,2585.52,Boleto
PM-0000582,AP-0000582,SUP-036,2025-06-30,2649.98,TED
PM-0000583,AP-0000583,SUP-041,2025-08-02,2715.12,PIX
PM-0000584,AP-0000584,SUP-046,2025-09-03,1390.46,Boleto
PM-0000585,AP-0000585,SUP-046,2025-09-21,1390.46,Boleto
PM-0000586,AP-0000586,SUP-051,2025-10-06,2847.41,TED
PM-0000587,AP-0000587,SUP-056,2025-11-03,2914.56,PIX
PM-0000588,AP-0000588,SUP-061,2025-12-05,2982.38,Boleto
PM-0000589,AP-0000589,SUP-066,2026-01-07,1525.44,TED
PM-0000590,AP-0000590,SUP-066,2026-01-25,1525.44,TED
PM-0000591,AP-0000591,SUP-071,2026-02-08,3120.05,PIX
PM-0000592,AP-0000592,SUP-076,2026-03-13,3189.89,Boleto
PM-0000593,AP-0000593,SUP-081,2026-04-10,3260.40,TED
PM-0000594,AP-0000594,SUP-001,2026-04-12,1665.79,PIX
PM-0000595,AP-0000595,SUP-001,2026-04-30,1665.79,PIX
PM-0000596,AP-0000596,SUP-006,2026-05-15,3403.44,Boleto
PM-0000597,AP-0000597,SUP-011,2026-06-16,3475.97,TED
PM-0000598,AP-0000598,SUP-016,2026-07-19,3549.17,PIX
PM-0000599,AP-0000599,SUP-021,2026-08-15,1811.52,Boleto
PM-0000600,AP-0000600,SUP-021,2026-09-02,1811.52,Boleto
PM-0000601,AP-0000601,SUP-026,2024-09-17,3102.00,TED
PM-0000602,AP-0000602,SUP-031,2024-10-20,3169.15,PIX
PM-0000603,AP-0000603,SUP-036,2024-11-21,3236.98,Boleto
PM-0000604,AP-0000604,SUP-041,2024-12-24,1652.74,TED
PM-0000605,AP-0000605,SUP-041,2025-01-11,1652.74,TED
PM-0000606,AP-0000606,SUP-046,2025-01-20,3374.64,PIX
PM-0000607,AP-0000607,SUP-051,2025-02-22,3444.48,Boleto
PM-0000608,AP-0000608,SUP-056,2025-03-27,3514.99,TED
PM-0000609,AP-0000609,SUP-061,2025-04-26,1793.09,PIX
PM-0000610,AP-0000610,SUP-061,2025-05-14,1793.09,PIX
PM-0000611,AP-0000611,SUP-066,2025-05-29,3658.03,Boleto
PM-0000612,AP-0000612,SUP-071,2025-06-25,3730.56,TED
PM-0000613,AP-0000613,SUP-076,2025-07-28,3803.76,PIX
PM-0000614,AP-0000614,SUP-081,2025-08-29,1938.82,Boleto
PM-0000615,AP-0000615,SUP-081,2025-09-16,1938.82,Boleto
PM-0000616,AP-0000616,SUP-001,2025-10-01,3952.18,TED
PM-0000617,AP-0000617,SUP-006,2025-11-03,4027.39,PIX
PM-0000618,AP-0000618,SUP-011,2025-11-30,4103.28,Boleto
PM-0000619,AP-0000619,SUP-016,2026-01-02,2089.92,TED
PM-0000620,AP-0000620,SUP-016,2026-01-20,2089.92,TED
PM-0000621,AP-0000621,SUP-021,2026-02-03,4257.07,PIX
PM-0000622,AP-0000622,SUP-026,2026-03-08,4334.98,Boleto
PM-0000623,AP-0000623,SUP-031,2026-04-10,4413.55,TED
PM-0000624,AP-0000624,SUP-036,2026-05-05,2246.40,PIX
PM-0000625,AP-0000625,SUP-036,2026-05-23,2246.40,PIX
PM-0000626,AP-0000626,SUP-041,2026-06-07,4572.72,Boleto
PM-0000627,AP-0000627,SUP-046,2026-07-09,4653.31,TED
PM-0000628,AP-0000628,SUP-051,2026-08-11,4734.58,PIX
PM-0000629,AP-0000629,SUP-056,2026-08-15,2408.26,Boleto
PM-0000630,AP-0000630,SUP-056,2026-09-02,2408.26,Boleto
PM-0000631,AP-0000631,SUP-061,2024-09-12,4110.00,TED
PM-0000632,AP-0000632,SUP-066,2024-10-15,4185.22,PIX
PM-0000633,AP-0000633,SUP-071,2024-11-16,4261.10,Boleto
PM-0000634,AP-0000634,SUP-076,2024-12-19,2168.83,TED
PM-0000635,AP-0000635,SUP-076,2025-01-06,2168.83,TED
PM-0000636,AP-0000636,SUP-081,2025-01-20,4414.90,PIX
PM-0000637,AP-0000637,SUP-001,2025-02-17,4492.80,Boleto
PM-0000638,AP-0000638,SUP-006,2025-03-22,4571.38,TED
PM-0000639,AP-0000639,SUP-011,2025-04-21,2325.31,PIX
PM-0000640,AP-0000640,SUP-011,2025-05-09,2325.31,PIX
PM-0000641,AP-0000641,SUP-016,2025-05-24,4730.54,Boleto
PM-0000642,AP-0000642,SUP-021,2025-06-25,4811.14,TED
PM-0000643,AP-0000643,SUP-026,2025-07-23,4892.40,PIX
PM-0000644,AP-0000644,SUP-031,2025-08-24,2487.17,Boleto
PM-0000645,AP-0000645,SUP-031,2025-09-11,2487.17,Boleto
PM-0000646,AP-0000646,SUP-036,2025-09-26,5056.94,TED
PM-0000647,AP-0000647,SUP-041,2025-10-29,5140.22,PIX
PM-0000648,AP-0000648,SUP-046,2025-11-30,5224.18,Boleto
PM-0000649,AP-0000649,SUP-051,2025-12-28,2654.40,TED
PM-0000650,AP-0000650,SUP-051,2026-01-15,2654.40,TED
PM-0000651,AP-0000651,SUP-056,2026-01-29,5394.10,PIX
PM-0000652,AP-0000652,SUP-061,2026-03-03,5480.06,Boleto
PM-0000653,AP-0000653,SUP-066,2026-04-05,5566.70,TED
PM-0000654,AP-0000654,SUP-071,2026-05-05,2827.01,PIX
PM-0000655,AP-0000655,SUP-071,2026-05-23,2827.01,PIX
PM-0000656,AP-0000656,SUP-076,2026-06-02,5742.00,Boleto
PM-0000657,AP-0000657,SUP-081,2026-07-04,5830.66,TED
PM-0000658,AP-0000658,SUP-001,2026-08-06,5919.98,PIX
PM-0000659,AP-0000659,SUP-006,2026-09-07,3004.99,Boleto
PM-0000660,AP-0000660,SUP-006,2026-09-25,3004.99,Boleto
PM-0000661,AP-0000661,SUP-011,2024-10-10,5118.00,TED
PM-0000662,AP-0000662,SUP-016,2024-11-07,5201.28,PIX
PM-0000663,AP-0000663,SUP-021,2024-12-09,5285.23,Boleto
PM-0000664,AP-0000664,SUP-026,2024-12-14,2684.93,TED
PM-0000665,AP-0000665,SUP-026,2025-01-01,2684.93,TED
PM-0000666,AP-0000666,SUP-031,2025-01-15,5455.15,PIX
PM-0000667,AP-0000667,SUP-036,2025-02-17,5541.12,Boleto
PM-0000668,AP-0000668,SUP-041,2025-03-17,5627.76,TED
PM-0000669,AP-0000669,SUP-046,2025-04-16,2857.54,PIX
PM-0000670,AP-0000670,SUP-046,2025-05-04,2857.54,PIX
PM-0000671,AP-0000671,SUP-051,2025-05-19,5803.06,Boleto
PM-0000672,AP-0000672,SUP-056,2025-06-20,5891.71,TED
PM-0000673,AP-0000673,SUP-061,2025-07-23,5981.04,PIX
PM-0000674,AP-0000674,SUP-066,2025-08-19,979.20,Boleto
PM-0000675,AP-0000675,SUP-066,2025-09-06,979.20,Boleto
PM-0000676,AP-0000676,SUP-071,2025-09-21,2018.83,TED
PM-0000677,AP-0000677,SUP-076,2025-10-24,2079.94,PIX
PM-0000678,AP-0000678,SUP-081,2025-11-25,2141.71,Boleto
PM-0000679,AP-0000679,SUP-001,2025-12-28,1102.08,TED
PM-0000680,AP-0000680,SUP-001,2026-01-15,1102.08,TED
PM-0000681,AP-0000681,SUP-006,2026-01-24,2267.28,PIX
PM-0000682,AP-0000682,SUP-011,2026-02-26,2331.07,Boleto
PM-0000683,AP-0000683,SUP-016,2026-03-31,2395.54,TED
PM-0000684,AP-0000684,SUP-021,2026-04-30,1230.34,PIX
PM-0000685,AP-0000685,SUP-021,2026-05-18,1230.34,PIX
PM-0000686,AP-0000686,SUP-026,2026-06-02,2526.48,Boleto
PM-0000687,AP-0000687,SUP-031,2026-06-29,2592.96,TED
PM-0000688,AP-0000688,SUP-036,2026-08-01,2660.11,PIX
PM-0000689,AP-0000689,SUP-041,2026-09-02,1363.97,Boleto
PM-0000690,AP-0000690,SUP-041,2026-09-20,1363.97,Boleto
PM-0000691,AP-0000691,SUP-046,2024-10-05,2346.00,TED
PM-0000692,AP-0000692,SUP-051,2024-11-07,2407.10,PIX
PM-0000693,AP-0000693,SUP-056,2024-12-04,2468.88,Boleto
PM-0000694,AP-0000694,SUP-061,2025-01-06,1265.66,TED
PM-0000695,AP-0000695,SUP-061,2025-01-24,1265.66,TED
PM-0000696,AP-0000696,SUP-066,2025-02-07,2594.45,PIX
PM-0000697,AP-0000697,SUP-071,2025-03-12,2658.24,Boleto
PM-0000698,AP-0000698,SUP-076,2025-04-14,2722.70,TED
PM-0000699,AP-0000699,SUP-081,2025-04-11,1393.92,PIX
PM-0000700,AP-0000700,SUP-081,2025-04-29,1393.92,PIX
PM-0000701,AP-0000701,SUP-001,2025-05-14,2853.65,Boleto
PM-0000702,AP-0000702,SUP-006,2025-06-15,2920.13,TED
PM-0000703,AP-0000703,SUP-011,2025-07-18,2987.28,PIX
PM-0000704,AP-0000704,SUP-016,2025-08-19,1527.55,Boleto
PM-0000705,AP-0000705,SUP-016,2025-09-06,1527.55,Boleto
PM-0000706,AP-0000706,SUP-021,2025-09-16,3123.60,TED
PM-0000707,AP-0000707,SUP-026,2025-10-19,3192.77,PIX
PM-0000708,AP-0000708,SUP-031,2025-11-20,3262.61,Boleto
PM-0000709,AP-0000709,SUP-036,2025-12-23,1666.56,TED
PM-0000710,AP-0000710,SUP-036,2026-01-10,1666.56,TED
PM-0000711,AP-0000711,SUP-041,2026-01-24,3404.30,PIX
PM-0000712,AP-0000712,SUP-046,2026-02-21,3476.16,Boleto
PM-0000713,AP-0000713,SUP-051,2026-03-26,3548.69,TED
PM-0000714,AP-0000714,SUP-056,2026-04-25,1810.94,PIX
PM-0000715,AP-0000715,SUP-056,2026-05-13,1810.94,PIX
PM-0000716,AP-0000716,SUP-061,2026-05-28,3695.76,Boleto
PM-0000717,AP-0000717,SUP-066,2026-06-29,3770.30,TED
PM-0000718,AP-0000718,SUP-071,2026-07-27,3845.52,PIX
PM-0000719,AP-0000719,SUP-076,2026-08-28,1960.70,Boleto
PM-0000720,AP-0000720,SUP-076,2026-09-15,1960.70,Boleto
PM-0000721,AP-0000721,SUP-081,2024-09-30,3354.00,TED
PM-0000722,AP-0000722,SUP-001,2024-11-02,3423.17,PIX
PM-0000723,AP-0000723,SUP-006,2024-12-04,3493.01,Boleto
PM-0000724,AP-0000724,SUP-011,2025-01-01,1781.76,TED
PM-0000725,AP-0000725,SUP-011,2025-01-19,1781.76,TED
PM-0000726,AP-0000726,SUP-016,2025-02-02,3634.70,PIX
PM-0000727,AP-0000727,SUP-021,2025-03-07,3706.56,Boleto
PM-0000728,AP-0000728,SUP-026,2025-04-09,3779.09,TED
PM-0000729,AP-0000729,SUP-031,2025-05-09,1926.14,PIX
PM-0000730,AP-0000730,SUP-031,2025-05-27,1926.14,PIX
PM-0000731,AP-0000731,SUP-036,2025-06-06,3926.16,Boleto
PM-0000732,AP-0000732,SUP-041,2025-07-08,4000.70,TED
PM-0000733,AP-0000733,SUP-046,2025-08-10,4075.92,PIX
PM-0000734,AP-0000734,SUP-051,2025-08-14,2075.90,Boleto
PM-0000735,AP-0000735,SUP-051,2025-09-01,2075.90,Boleto
PM-0000736,AP-0000736,SUP-056,2025-09-16,4228.37,TED
PM-0000737,AP-0000737,SUP-061,2025-10-14,4305.60,PIX
PM-0000738,AP-0000738,SUP-066,2025-11-15,4383.50,Boleto
PM-0000739,AP-0000739,SUP-071,2025-12-18,2231.04,TED
PM-0000740,AP-0000740,SUP-071,2026-01-05,2231.04,TED
PM-0000741,AP-0000741,SUP-076,2026-01-19,4541.33,PIX
PM-0000742,AP-0000742,SUP-081,2026-02-21,4621.25,Boleto
PM-0000743,AP-0000743,SUP-001,2026-03-21,4701.84,TED
PM-0000744,AP-0000744,SUP-006,2026-04-20,2391.55,PIX
PM-0000745,AP-0000745,SUP-006,2026-05-08,2391.55,PIX
PM-0000746,AP-0000746,SUP-011,2026-05-23,4865.04,Boleto
PM-0000747,AP-0000747,SUP-016,2026-06-24,4947.65,TED
PM-0000748,AP-0000748,SUP-021,2026-07-27,5030.93,PIX
PM-0000749,AP-0000749,SUP-026,2026-08-23,2557.44,Boleto
PM-0000750,AP-0000750,SUP-026,2026-09-10,2557.44,Boleto
PM-0000751,AP-0000751,SUP-031,2024-09-25,4362.00,TED
PM-0000752,AP-0000752,SUP-036,2024-10-28,4439.23,PIX
PM-0000753,AP-0000753,SUP-041,2024-11-29,4517.14,Boleto
PM-0000754,AP-0000754,SUP-046,2025-01-01,2297.86,TED
PM-0000755,AP-0000755,SUP-046,2025-01-19,2297.86,TED
PM-0000756,AP-0000756,SUP-051,2025-01-28,4674.96,PIX
PM-0000757,AP-0000757,SUP-056,2025-03-02,4754.88,Boleto
PM-0000758,AP-0000758,SUP-061,2025-04-04,4835.47,TED
PM-0000759,AP-0000759,SUP-066,2025-05-04,2458.37,PIX
PM-0000760,AP-0000760,SUP-066,2025-05-22,2458.37,PIX
PM-0000761,AP-0000761,SUP-071,2025-06-06,4998.67,Boleto
PM-0000762,AP-0000762,SUP-076,2025-07-03,5081.28,TED
PM-0000763,AP-0000763,SUP-081,2025-08-05,5164.56,PIX
PM-0000764,AP-0000764,SUP-001,2025-09-06,2624.26,Boleto
PM-0000765,AP-0000765,SUP-001,2025-09-24,2624.26,Boleto
PM-0000766,AP-0000766,SUP-006,2025-10-09,5333.14,TED
PM-0000767,AP-0000767,SUP-011,2025-11-11,5418.43,PIX
PM-0000768,AP-0000768,SUP-016,2025-12-08,5504.40,Boleto
PM-0000769,AP-0000769,SUP-021,2025-12-13,2795.52,TED
PM-0000770,AP-0000770,SUP-021,2025-12-31,2795.52,TED
PM-0000771,AP-0000771,SUP-026,2026-01-14,5678.35,PIX
PM-0000772,AP-0000772,SUP-031,2026-02-16,5766.34,Boleto
PM-0000773,AP-0000773,SUP-036,2026-03-21,5854.99,TED
PM-0000774,AP-0000774,SUP-041,2026-04-15,2972.16,PIX
PM-0000775,AP-0000775,SUP-041,2026-05-03,2972.16,PIX
