purchase_id,supplier_id,purchase_date,expected_delivery_date,actual_delivery_date,status,gross_amount,delay_days
PO-000316,SUP-051,2024-11-09,2024-11-29,2024-11-30,entregue,3821.57,1
PO-000317,SUP-056,2024-12-10,2024-12-31,2025-01-02,entregue,3894.77,2
PO-000318,SUP-061,2025-01-11,2025-02-02,2025-02-02,entregue,3968.64,0
PO-000319,SUP-066,2025-02-12,2025-03-07,2025-03-08,entregue,4043.18,1
PO-000320,SUP-071,2025-03-13,2025-04-06,2025-04-08,entregue,4118.40,2
PO-000321,SUP-076,2025-04-14,2025-05-09,2025-05-09,entregue,4194.29,0
PO-000322,SUP-081,2025-05-15,2025-06-10,2025-06-11,entregue,4270.85,1
PO-000323,SUP-001,2025-06-16,2025-07-13,2025-07-15,entregue,4348.08,2
PO-000324,SUP-006,2025-07-17,2025-07-27,2025-07-27,entregue,4425.98,0
PO-000325,SUP-011,2025-08-18,2025-08-29,2025-09-09,entregue,4504.56,11
PO-000326,SUP-016,2025-09-19,2025-10-01,2025-10-03,entregue,4583.81,2
PO-000327,SUP-021,2025-10-20,2025-11-02,2025-11-02,entregue,4663.73,0
PO-000328,SUP-026,2025-11-21,2025-12-05,2025-12-06,entregue,4744.32,1
PO-000329,SUP-031,2025-12-22,2026-01-06,2026-01-08,entregue,4825.58,2
PO-000330,SUP-036,2026-01-23,2026-02-08,2026-02-08,entregue,4907.52,0
PO-000331,SUP-041,2026-02-24,2026-03-13,2026-03-14,entregue,4990.13,1
PO-000332,SUP-046,2026-03-25,2026-04-12,2026-04-14,entregue,5073.41,2
PO-000333,SUP-051,2026-04-26,2026-05-15,2026-05-15,entregue,5157.36,0
PO-000334,SUP-056,2026-05-27,2026-06-16,2026-06-17,entregue,5241.98,1
PO-000335,SUP-061,2026-06-28,2026-07-19,2026-07-21,aberto,5327.28,2
PO-000336,SUP-066,2026-07-01,2026-07-23,2026-07-23,aberto,5413.25,0
PO-000337,SUP-071,2024-08-02,2024-08-25,2024-08-26,entregue,4614.00,1
PO-000338,SUP-076,2024-09-03,2024-09-27,2024-09-29,entregue,4693.25,2
PO-000339,SUP-081,2024-10-04,2024-10-29,2024-10-29,entregue,4773.17,0
PO-000340,SUP-001,2024-11-05,2024-12-01,2024-12-02,entregue,4853.76,1
PO-000341,SUP-006,2024-12-06,2025-01-02,2025-01-04,entregue,4935.02,2
PO-000342,SUP-011,2025-01-07,2025-01-17,2025-01-31,entregue,5016.96,14
PO-000343,SUP-016,2025-02-08,2025-02-19,2025-02-20,entregue,5099.57,1
PO-000344,SUP-021,2025-03-09,2025-03-21,2025-03-23,entregue,5182.85,2
PO-000345,SUP-026,2025-04-10,2025-04-23,2025-04-23,entregue,5266.80,0
PO-000346,SUP-031,2025-05-11,2025-05-25,2025-05-26,entregue,5351.42,1
PO-000347,SUP-036,2025-06-12,2025-06-27,2025-06-29,entregue,5436.72,2
PO-000348,SUP-041,2025-07-13,2025-07-29,2025-07-29,entregue,5522.69,0
PO-000349,SUP-046,2025-08-14,2025-08-31,2025-09-01,entregue,5609.33,1
PO-000350,SUP-051,2025-09-15,2025-10-03,2025-10-05,entregue,5696.64,2
PO-000351,SUP-056,2025-10-16,2025-11-04,2025-11-04,entregue,5784.62,0
PO-000352,SUP-061,2025-11-17,2025-12-07,2025-12-08,entregue,5873.28,1
PO-000353,SUP-066,2025-12-18,2026-01-08,2026-01-10,entregue,5962.61,2
PO-000354,SUP-071,2026-01-19,2026-02-10,2026-02-10,entregue,6052.61,0
PO-000355,SUP-076,2026-02-20,2026-03-15,2026-03-16,entregue,6143.28,1
PO-000356,SUP-081,2026-03-21,2026-04-14,2026-04-16,entregue,6234.62,2
PO-000357,SUP-001,2026-04-22,2026-05-17,2026-05-17,entregue,6326.64,0
PO-000358,SUP-006,2026-05-23,2026-06-18,2026-06-19,entregue,6419.33,1
PO-000359,SUP-011,2026-06-24,2026-07-21,2026-07-31,aberto,6512.69,10
PO-000360,SUP-016,2026-07-25,2026-08-04,2026-08-04,aberto,2131.20,0
PO-000361,SUP-021,2024-08-26,2024-09-06,2024-09-07,entregue,1842.00,1
PO-000362,SUP-026,2024-09-27,2024-10-09,2024-10-11,entregue,1899.07,2
PO-000363,SUP-031,2024-10-28,2024-11-10,2024-11-10,entregue,1956.82,0
PO-000364,SUP-036,2024-11-01,2024-11-15,2024-11-16,entregue,2015.23,1
PO-000365,SUP-041,2024-12-02,2024-12-17,2024-12-19,entregue,2074.32,2
PO-000366,SUP-046,2025-01-03,2025-01-19,2025-01-19,entregue,2134.08,0
PO-000367,SUP-051,2025-02-04,2025-02-21,2025-02-22,entregue,2194.51,1
PO-000368,SUP-056,2025-03-05,2025-03-23,2025-03-25,entregue,2255.62,2
PO-000369,SUP-061,2025-04-06,2025-04-25,2025-04-25,entregue,2317.39,0
PO-000370,SUP-066,2025-05-07,2025-05-27,2025-05-28,entregue,2379.84,1
PO-000371,SUP-071,2025-06-08,2025-06-29,2025-07-01,entregue,2442.96,2
PO-000372,SUP-076,2025-07-09,2025-07-31,2025-07-31,entregue,2506.75,0
PO-000373,SUP-081,2025-08-10,2025-09-02,2025-09-03,entregue,2571.22,1
PO-000374,SUP-001,2025-09-11,2025-10-05,2025-10-07,entregue,2636.35,2
PO-000375,SUP-006,2025-10-12,2025-11-06,2025-11-06,entregue,2702.16,0
PO-000376,SUP-011,2025-11-13,2025-12-09,2025-12-22,entregue,2768.64,13
PO-000377,SUP-016,2025-12-14,2026-01-10,2026-01-12,entregue,2835.79,2
PO-000378,SUP-021,2026-01-15,2026-01-25,2026-01-25,entregue,2903.62,0
PO-000379,SUP-026,2026-02-16,2026-02-27,2026-02-28,entregue,2972.11,1
PO-000380,SUP-031,2026-03-17,2026-03-29,2026-03-31,entregue,3041.28,2
PO-000381,SUP-036,2026-04-18,2026-05-01,2026-05-01,entregue,3111.12,0
PO-000382,SUP-041,2026-05-19,2026-06-02,2026-06-03,entregue,3181.63,1
PO-000383,SUP-046,2026-06-20,2026-07-05,2026-07-07,entregue,3252.82,2
PO-000384,SUP-051,2026-07-21,2026-08-06,2026-08-06,aberto,3324.67,0
PO-000385,SUP-056,2024-08-22,2024-09-08,2024-09-09,entregue,2850.00,1
PO-000386,SUP-061,2024-09-23,2024-10-11,2024-10-13,entregue,2915.14,2
PO-000387,SUP-066,2024-10-24,2024-11-12,2024-11-12,entregue,2980.94,0
PO-000388,SUP-071,2024-11-25,2024-12-15,2024-12-16,entregue,3047.42,1
PO-000389,SUP-076,2024-12-26,2025-01-16,2025-01-18,entregue,3114.58,2
PO-000390,SUP-081,2025-01-27,2025-02-18,2025-02-18,entregue,3182.40,0
PO-000391,SUP-001,2025-02-28,2025-03-23,2025-03-24,entregue,3250.90,1
PO-000392,SUP-006,2025-03-01,2025-03-25,2025-03-27,entregue,3320.06,2
PO-000393,SUP-011,2025-04-02,2025-04-27,2025-05-06,entregue,3389.90,9
PO-000394,SUP-016,2025-05-03,2025-05-29,2025-05-30,entregue,3460.42,1
PO-000395,SUP-021,2025-06-04,2025-07-01,2025-07-03,entregue,3531.60,2
PO-000396,SUP-026,2025-07-05,2025-07-15,2025-07-15,entregue,3603.46,0
PO-000397,SUP-031,2025-08-06,2025-08-17,2025-08-18,entregue,3675.98,1
PO-000398,SUP-036,2025-09-07,2025-09-19,2025-09-21,entregue,3749.18,2
PO-000399,SUP-041,2025-10-08,2025-10-21,2025-10-21,entregue,3823.06,0
PO-000400,SUP-046,2025-11-09,2025-11-23,2025-11-24,entregue,3897.60,1
PO-000401,SUP-051,2025-12-10,2025-12-25,2025-12-27,entregue,3972.82,2
PO-000402,SUP-056,2026-01-11,2026-01-27,2026-01-27,entregue,4048.70,0
PO-000403,SUP-061,2026-02-12,2026-03-01,2026-03-02,entregue,4125.26,1
PO-000404,SUP-066,2026-03-13,2026-03-31,2026-04-02,entregue,4202.50,2
PO-000405,SUP-071,2026-04-14,2026-05-03,2026-05-03,entregue,4280.40,0
PO-000406,SUP-076,2026-05-15,2026-06-04,2026-06-05,entregue,4358.98,1
PO-000407,SUP-081,2026-06-16,2026-07-07,2026-07-09,entregue,4438.22,2
PO-000408,SUP-001,2026-07-17,2026-08-08,2026-08-08,aberto,4518.14,0
PO-000409,SUP-006,2024-08-18,2024-09-10,2024-09-11,entregue,3858.00,1
PO-000410,SUP-011,2024-09-19,2024-10-13,2024-10-25,entregue,3931.20,12
PO-000411,SUP-016,2024-10-20,2024-11-14,2024-11-14,entregue,4005.07,0
PO-000412,SUP-021,2024-11-21,2024-12-17,2024-12-18,entregue,4079.62,1
PO-000413,SUP-026,2024-12-22,2025-01-18,2025-01-20,entregue,4154.83,2
PO-000414,SUP-031,2025-01-23,2025-02-02,2025-02-02,entregue,4230.72,0
PO-000415,SUP-036,2025-02-24,2025-03-07,2025-03-08,entregue,4307.28,1
PO-000416,SUP-041,2025-03-25,2025-04-06,2025-04-08,entregue,4384.51,2
PO-000417,SUP-046,2025-04-26,2025-05-09,2025-05-09,entregue,4462.42,0
PO-000418,SUP-051,2025-05-27,2025-06-10,2025-06-11,entregue,4540.99,1
PO-000419,SUP-056,2025-06-28,2025-07-13,2025-07-15,entregue,4620.24,2
PO-000420,SUP-061,2025-07-01,2025-07-17,2025-07-17,entregue,4700.16,0
PO-000421,SUP-066,2025-08-02,2025-08-19,2025-08-20,entregue,4780.75,1
PO-000422,SUP-071,2025-09-03,2025-09-21,2025-09-23,entregue,4862.02,2
PO-000423,SUP-076,2025-10-04,2025-10-23,2025-10-23,entregue,4943.95,0
PO-000424,SUP-081,2025-11-05,2025-11-25,2025-11-26,entregue,5026.56,1
PO-000425,SUP-001,2025-12-06,2025-12-27,2025-12-29,entregue,5109.84,2
PO-000426,SUP-006,2026-01-07,2026-01-29,2026-01-29,entregue,5193.79,0
PO-000427,SUP-011,2026-02-08,2026-03-03,2026-03-11,entregue,5278.42,8
PO-000428,SUP-016,2026-03-09,2026-04-02,2026-04-04,entregue,5363.71,2
PO-000429,SUP-021,2026-04-10,2026-05-05,2026-05-05,entregue,5449.68,0
PO-000430,SUP-026,2026-05-11,2026-06-06,2026-06-07,entregue,5536.32,1
PO-000431,SUP-031,2026-06-12,2026-07-09,2026-07-11,aberto,5623.63,2
PO-000432,SUP-036,2026-07-13,2026-07-23,2026-07-23,aberto,5711.62,0
PO-000433,SUP-041,2024-08-14,2024-08-25,2024-08-26,entregue,4866.00,1
PO-000434,SUP-046,2024-09-15,2024-09-27,2024-09-29,entregue,4947.26,2
PO-000435,SUP-051,2024-10-16,2024-10-29,2024-10-29,entregue,5029.20,0
PO-000436,SUP-056,2024-11-17,2024-12-01,2024-12-02,entregue,5111.81,1
PO-000437,SUP-061,2024-12-18,2025-01-02,2025-01-04,entregue,5195.09,2
PO-000438,SUP-066,2025-01-19,2025-02-04,2025-02-04,entregue,5279.04,0
PO-000439,SUP-071,2025-02-20,2025-03-09,2025-03-10,entregue,5363.66,1
PO-000440,SUP-076,2025-03-21,2025-04-08,2025-04-10,entregue,5448.96,2
PO-000441,SUP-081,2025-04-22,2025-05-11,2025-05-11,entregue,5534.93,0
PO-000442,SUP-001,2025-05-23,2025-06-12,2025-06-13,entregue,5621.57,1
PO-000443,SUP-006,2025-06-24,2025-07-15,2025-07-17,entregue,5708.88,2
PO-000444,SUP-011,2025-07-25,2025-08-16,2025-08-27,entregue,5796.86,11
PO-000445,SUP-016,2025-08-26,2025-09-18,2025-09-19,entregue,5885.52,1
PO-000446,SUP-021,2025-09-27,2025-10-21,2025-10-23,entregue,5974.85,2
PO-000447,SUP-026,2025-10-28,2025-11-22,2025-11-22,entregue,6064.85,0
PO-000448,SUP-031,2025-11-01,2025-11-27,2025-11-28,entregue,6155.52,1
PO-000449,SUP-036,2025-12-02,2025-12-29,2025-12-31,entregue,6246.86,2
PO-000450,SUP-041,2026-01-03,2026-01-13,2026-01-13,entregue,2044.80,0
PO-000451,SUP-046,2026-02-04,2026-02-15,2026-02-16,entregue,2107.25,1
PO-000452,SUP-051,2026-03-05,2026-03-17,2026-03-19,entregue,2170.37,2
PO-000453,SUP-056,2026-04-06,2026-04-19,2026-04-19,entregue,2234.16,0
PO-000454,SUP-061,2026-05-07,2026-05-21,2026-05-22,entregue,2298.62,1
PO-000455,SUP-066,2026-06-08,2026-06-23,2026-06-25,entregue,2363.76,2
PO-000456,SUP-071,2026-07-09,2026-07-25,2026-07-25,aberto,2429.57,0
PO-000457,SUP-076,2024-08-10,2024-08-27,2024-08-28,entregue,2094.00,1
PO-000458,SUP-081,2024-09-11,2024-09-29,2024-10-01,entregue,2153.09,2
PO-000459,SUP-001,2024-10-12,2024-10-31,2024-10-31,entregue,2212.85,0
PO-000460,SUP-006,2024-11-13,2024-12-03,2024-12-04,entregue,2273.28,1
PO-000461,SUP-011,2024-12-14,2025-01-04,2025-01-18,entregue,2334.38,14
PO-000462,SUP-016,2025-01-15,2025-02-06,2025-02-06,entregue,2396.16,0
PO-000463,SUP-021,2025-02-16,2025-03-11,2025-03-12,entregue,2458.61,1
PO-000464,SUP-026,2025-03-17,2025-04-10,2025-04-12,entregue,2521.73,2
PO-000465,SUP-031,2025-04-18,2025-05-13,2025-05-13,entregue,2585.52,0
PO-000466,SUP-036,2025-05-19,2025-06-14,2025-06-15,entregue,2649.98,1
PO-000467,SUP-041,2025-06-20,2025-07-17,2025-07-19,entregue,2715.12,2
PO-000468,SUP-046,2025-07-21,2025-07-31,2025-07-31,entregue,2780.93,0
PO-000469,SUP-051,2025-08-22,2025-09-02,2025-09-03,entregue,2847.41,1
PO-000470,SUP-056,2025-09-23,2025-10-05,2025-10-07,entregue,2914.56,2
PO-000471,SUP-061,2025-10-24,2025-11-06,2025-11-06,entregue,2982.38,0
PO-000472,SUP-066,2025-11-25,2025-12-09,2025-12-10,entregue,3050.88,1
PO-000473,SUP-071,2025-12-26,2026-01-10,2026-01-12,entregue,3120.05,2
PO-000474,SUP-076,2026-01-27,2026-02-12,2026-02-12,entregue,3189.89,0
PO-000475,SUP-081,2026-02-28,2026-03-17,2026-03-18,entregue,3260.40,1
PO-000476,SUP-001,2026-03-01,2026-03-19,2026-03-21,entregue,3331.58,2
PO-000477,SUP-006,2026-04-02,2026-04-21,2026-04-21,entregue,3403.44,0
PO-000478,SUP-011,2026-05-03,2026-05-23,2026-06-02,entregue,3475.97,10
PO-000479,SUP-016,2026-06-04,2026-06-25,2026-06-27,entregue,3549.17,2
PO-000480,SUP-021,2026-07-05,2026-07-27,2026-07-27,aberto,3623.04,0
PO-000481,SUP-026,2024-08-06,2024-08-29,2024-08-30,entregue,3102.00,1
PO-000482,SUP-031,2024-09-07,2024-10-01,2024-10-03,entregue,3169.15,2
PO-000483,SUP-036,2024-10-08,2024-11-02,2024-11-02,entregue,3236.98,0
PO-000484,SUP-041,2024-11-09,2024-12-05,2024-12-06,entregue,3305.47,1
PO-000485,SUP-046,2024-12-10,2025-01-06,2025-01-08,entregue,3374.64,2
PO-000486,SUP-051,2025-01-11,2025-01-21,2025-01-21,entregue,3444.48,0
PO-000487,SUP-056,2025-02-12,2025-02-23,2025-02-24,entregue,3514.99,1
PO-000488,SUP-061,2025-03-13,2025-03-25,2025-03-27,entregue,3586.18,2
PO-000489,SUP-066,2025-04-14,2025-04-27,2025-04-27,entregue,3658.03,0
PO-000490,SUP-071,2025-05-15,2025-05-29,2025-05-30,entregue,3730.56,1
PO-000491,SUP-076,2025-06-16,2025-07-01,2025-07-03,entregue,3803.76,2
PO-000492,SUP-081,2025-07-17,2025-08-02,2025-08-02,entregue,3877.63,0
PO-000493,SUP-001,2025-08-18,2025-09-04,2025-09-05,entregue,3952.18,1
PO-000494,SUP-006,2025-09-19,2025-10-07,2025-10-09,entregue,4027.39,2
PO-000495,SUP-011,2025-10-20,2025-11-08,2025-11-21,entregue,4103.28,13
PO-000496,SUP-016,2025-11-21,2025-12-11,2025-12-12,entregue,4179.84,1
PO-000497,SUP-021,2025-12-22,2026-01-12,2026-01-14,entregue,4257.07,2
PO-000498,SUP-026,2026-01-23,2026-02-14,2026-02-14,entregue,4334.98,0
PO-000499,SUP-031,2026-02-24,2026-03-19,2026-03-20,entregue,4413.55,1
PO-000500,SUP-036,2026-03-25,2026-04-18,2026-04-20,entregue,4492.80,2
PO-000501,SUP-041,2026-04-26,2026-05-21,2026-05-21,entregue,4572.72,0
PO-000502,SUP-046,2026-05-27,2026-06-22,2026-06-23,entregue,4653.31,1
PO-000503,SUP-051,2026-06-28,2026-07-25,2026-07-27,aberto,4734.58,2
PO-000504,SUP-056,2026-07-01,2026-07-11,2026-07-11,aberto,4816.51,0
PO-000505,SUP-061,2024-08-02,2024-08-13,2024-08-14,entregue,4110.00,1
PO-000506,SUP-066,2024-09-03,2024-09-15,2024-09-17,entregue,4185.22,2
PO-000507,SUP-071,2024-10-04,2024-10-17,2024-10-17,entregue,4261.10,0
PO-000508,SUP-076,2024-11-05,2024-11-19,2024-11-20,entregue,4337.66,1
PO-000509,SUP-081,2024-12-06,2024-12-21,2024-12-23,entregue,4414.90,2
PO-000510,SUP-001,2025-01-07,2025-01-23,2025-01-23,entregue,4492.80,0
PO-000511,SUP-006,2025-02-08,2025-02-25,2025-02-26,entregue,4571.38,1
PO-000512,SUP-011,2025-03-09,2025-03-27,2025-04-05,entregue,4650.62,9
PO-000513,SUP-016,2025-04-10,2025-04-29,2025-04-29,entregue,4730.54,0
PO-000514,SUP-021,2025-05-11,2025-05-31,2025-06-01,entregue,4811.14,1
PO-000515,SUP-026,2025-06-12,2025-07-03,2025-07-05,entregue,4892.40,2
PO-000516,SUP-031,2025-07-13,2025-08-04,2025-08-04,entregue,4974.34,0
PO-000517,SUP-036,2025-08-14,2025-09-06,2025-09-07,entregue,5056.94,1
PO-000518,SUP-041,2025-09-15,2025-10-09,2025-10-11,entregue,5140.22,2
PO-000519,SUP-046,2025-10-16,2025-11-10,2025-11-10,entregue,5224.18,0
PO-000520,SUP-051,2025-11-17,2025-12-13,2025-12-14,entregue,5308.80,1
PO-000521,SUP-056,2025-12-18,2026-01-14,2026-01-16,entregue,5394.10,2
PO-000522,SUP-061,2026-01-19,2026-01-29,2026-01-29,entregue,5480.06,0
PO-000523,SUP-066,2026-02-20,2026-03-03,2026-03-04,entregue,5566.70,1
PO-000524,SUP-071,2026-03-21,2026-04-02,2026-04-04,entregue,5654.02,2
PO-000525,SUP-076,2026-04-22,2026-05-05,2026-05-05,entregue,5742.00,0
PO-000526,SUP-081,2026-05-23,2026-06-06,2026-06-07,entregue,5830.66,1
PO-000527,SUP-001,2026-06-24,2026-07-09,2026-07-11,aberto,5919.98,2
PO-000528,SUP-006,2026-07-25,2026-08-10,2026-08-10,aberto,6009.98,0
PO-000529,SUP-011,2024-08-26,2024-09-12,2024-09-24,entregue,5118.00,12
PO-000530,SUP-016,2024-09-27,2024-10-15,2024-10-17,entregue,5201.28,2
PO-000531,SUP-021,2024-10-28,2024-11-16,2024-11-16,entregue,5285.23,0
PO-000532,SUP-026,2024-11-01,2024-11-21,2024-11-22,entregue,5369.86,1
PO-000533,SUP-031,2024-12-02,2024-12-23,2024-12-25,entregue,5455.15,2
PO-000534,SUP-036,2025-01-03,2025-01-25,2025-01-25,entregue,5541.12,0
PO-000535,SUP-041,2025-02-04,2025-02-27,2025-02-28,entregue,5627.76,1
PO-000536,SUP-046,2025-03-05,2025-03-29,2025-03-31,entregue,5715.07,2
PO-000537,SUP-051,2025-04-06,2025-05-01,2025-05-01,entregue,5803.06,0
PO-000538,SUP-056,2025-05-07,2025-06-02,2025-06-03,entregue,5891.71,1
PO-000539,SUP-061,2025-06-08,2025-07-05,2025-07-07,entregue,5981.04,2
PO-000540,SUP-066,2025-07-09,2025-07-19,2025-07-19,entregue,1958.40,0
PO-000541,SUP-071,2025-08-10,2025-08-21,2025-08-22,entregue,2018.83,1
PO-000542,SUP-076,2025-09-11,2025-09-23,2025-09-25,entregue,2079.94,2
PO-000543,SUP-081,2025-10-12,2025-10-25,2025-10-25,entregue,2141.71,0
PO-000544,SUP-001,2025-11-13,2025-11-27,2025-11-28,entregue,2204.16,1
PO-000545,SUP-006,2025-12-14,2025-12-29,2025-12-31,entregue,2267.28,2
PO-000546,SUP-011,2026-01-15,2026-01-31,2026-02-08,entregue,2331.07,8
PO-000547,SUP-016,2026-02-16,2026-03-05,2026-03-06,entregue,2395.54,1
PO-000548,SUP-021,2026-03-17,2026-04-04,2026-04-06,entregue,2460.67,2
PO-000549,SUP-026,2026-04-18,2026-05-07,2026-05-07,entregue,2526.48,0
PO-000550,SUP-031,2026-05-19,2026-06-08,2026-06-09,entregue,2592.96,1
PO-000551,SUP-036,2026-06-20,2026-07-11,2026-07-13,aberto,2660.11,2
PO-000552,SUP-041,2026-07-21,2026-08-12,2026-08-12,aberto,2727.94,0
PO-000553,SUP-046,2024-08-22,2024-09-14,2024-09-15,entregue,2346.00,1
PO-000554,SUP-051,2024-09-23,2024-10-17,2024-10-19,entregue,2407.10,2
PO-000555,SUP-056,2024-10-24,2024-11-18,2024-11-18,entregue,2468.88,0
PO-000556,SUP-061,2024-11-25,2024-12-21,2024-12-22,entregue,2531.33,1
PO-000557,SUP-066,2024-12-26,2025-01-22,2025-01-24,entregue,2594.45,2
PO-000558,SUP-071,2025-01-27,2025-02-06,2025-02-06,entregue,2658.24,0
PO-000559,SUP-076,2025-02-28,2025-03-11,2025-03-12,entregue,2722.70,1
PO-000560,SUP-081,2025-03-01,2025-03-13,2025-03-15,entregue,2787.84,2
PO-000561,SUP-001,2025-04-02,2025-04-15,2025-04-15,entregue,2853.65,0
PO-000562,SUP-006,2025-05-03,2025-05-17,2025-05-18,entregue,2920.13,1
PO-000563,SUP-011,2025-06-04,2025-06-19,2025-06-30,entregue,2987.28,11
PO-000564,SUP-016,2025-07-05,2025-07-21,2025-07-21,entregue,3055.10,0
PO-000565,SUP-021,2025-08-06,2025-08-23,2025-08-24,entregue,3123.60,1
PO-000566,SUP-026,2025-09-07,2025-09-25,2025-09-27,entregue,3192.77,2
PO-000567,SUP-031,2025-10-08,2025-10-27,2025-10-27,entregue,3262.61,0
PO-000568,SUP-036,2025-11-09,2025-11-29,2025-11-30,entregue,3333.12,1
PO-000569,SUP-041,2025-12-10,2025-12-31,2026-01-02,entregue,3404.30,2
PO-000570,SUP-046,2026-01-11,2026-02-02,2026-02-02,entregue,3476.16,0
PO-000571,SUP-051,2026-02-12,2026-03-07,2026-03-08,entregue,3548.69,1
PO-000572,SUP-056,2026-03-13,2026-04-06,2026-04-08,entregue,3621.89,2
PO-000573,SUP-061,2026-04-14,2026-05-09,2026-05-09,entregue,3695.76,0
PO-000574,SUP-066,2026-05-15,2026-06-10,2026-06-11,entregue,3770.30,1
PO-000575,SUP-071,2026-06-16,2026-07-13,2026-07-15,aberto,3845.52,2
PO-000576,SUP-076,2026-07-17,2026-07-27,2026-07-27,aberto,3921.41,0
PO-000577,SUP-081,2024-08-18,2024-08-29,2024-08-30,entregue,3354.00,1
PO-000578,SUP-001,2024-09-19,2024-10-01,2024-10-03,entregue,3423.17,2
PO-000579,SUP-006,2024-10-20,2024-11-02,2024-11-02,entregue,3493.01,0
PO-000580,SUP-011,2024-11-21,2024-12-05,2024-12-19,entregue,3563.52,14
PO-000581,SUP-016,2024-12-22,2025-01-06,2025-01-08,entregue,3634.70,2
PO-000582,SUP-021,2025-01-23,2025-02-08,2025-02-08,entregue,3706.56,0
PO-000583,SUP-026,2025-02-24,2025-03-13,2025-03-14,entregue,3779.09,1
PO-000584,SUP-031,2025-03-25,2025-04-12,2025-04-14,entregue,3852.29,2
PO-000585,SUP-036,2025-04-26,2025-05-15,2025-05-15,entregue,3926.16,0
PO-000586,SUP-041,2025-05-27,2025-06-16,2025-06-17,entregue,4000.70,1
PO-000587,SUP-046,2025-06-28,2025-07-19,2025-07-21,entregue,4075.92,2
PO-000588,SUP-051,2025-07-01,2025-07-23,2025-07-23,entregue,4151.81,0
PO-000589,SUP-056,2025-08-02,2025-08-25,2025-08-26,entregue,4228.37,1
PO-000590,SUP-061,2025-09-03,2025-09-27,2025-09-29,entregue,4305.60,2
PO-000591,SUP-066,2025-10-04,2025-10-29,2025-10-29,entregue,4383.50,0
PO-000592,SUP-071,2025-11-05,2025-12-01,2025-12-02,entregue,4462.08,1
PO-000593,SUP-076,2025-12-06,2026-01-02,2026-01-04,entregue,4541.33,2
PO-000594,SUP-081,2026-01-07,2026-01-17,2026-01-17,entregue,4621.25,0
PO-000595,SUP-001,2026-02-08,2026-02-19,2026-02-20,entregue,4701.84,1
PO-000596,SUP-006,2026-03-09,2026-03-21,2026-03-23,entregue,4783.10,2
PO-000597,SUP-011,2026-04-10,2026-04-23,2026-05-03,entregue,4865.04,10
PO-000598,SUP-016,2026-05-11,2026-05-25,2026-05-26,entregue,4947.65,1
PO-000599,SUP-021,2026-06-12,2026-06-27,2026-06-29,entregue,5030.93,2
PO-000600,SUP-026,2026-07-13,2026-07-29,2026-07-29,aberto,5114.88,0
PO-000601,SUP-031,2024-08-14,2024-08-31,2024-09-01,entregue,4362.00,1
PO-000602,SUP-036,2024-09-15,2024-10-03,2024-10-05,entregue,4439.23,2
PO-000603,SUP-041,2024-10-16,2024-11-04,2024-11-04,entregue,4517.14,0
PO-000604,SUP-046,2024-11-17,2024-12-07,2024-12-08,entregue,4595.71,1
PO-000605,SUP-051,2024-12-18,2025-01-08,2025-01-10,entregue,4674.96,2
PO-000606,SUP-056,2025-01-19,2025-02-10,2025-02-10,entregue,4754.88,0
PO-000607,SUP-061,2025-02-20,2025-03-15,2025-03-16,entregue,4835.47,1
PO-000608,SUP-066,2025-03-21,2025-04-14,2025-04-16,entregue,4916.74,2
PO-000609,SUP-071,2025-04-22,2025-05-17,2025-05-17,entregue,4998.67,0
PO-000610,SUP-076,2025-05-23,2025-06-18,2025-06-19,entregue,5081.28,1
PO-000611,SUP-081,2025-06-24,2025-07-21,2025-07-23,entregue,5164.56,2
PO-000612,SUP-001,2025-07-25,2025-08-04,2025-08-04,entregue,5248.51,0
PO-000613,SUP-006,2025-08-26,2025-09-06,2025-09-07,entregue,5333.14,1
PO-000614,SUP-011,2025-09-27,2025-10-09,2025-10-22,entregue,5418.43,13
PO-000615,SUP-016,2025-10-28,2025-11-10,2025-11-10,entregue,5504.40,0
PO-000616,SUP-021,2025-11-01,2025-11-15,2025-11-16,entregue,5591.04,1
PO-000617,SUP-026,2025-12-02,2025-12-17,2025-12-19,entregue,5678.35,2
PO-000618,SUP-031,2026-01-03,2026-01-19,2026-01-19,entregue,5766.34,0
PO-000619,SUP-036,2026-02-04,2026-02-21,2026-02-22,entregue,5854.99,1
PO-000620,SUP-041,2026-03-05,2026-03-23,2026-03-25,entregue,5944.32,2
PO-000621,SUP-046,2026-04-06,2026-04-25,2026-04-25,entregue,6034.32,0
PO-000622,SUP-051,2026-05-07,2026-05-27,2026-05-28,entregue,6124.99,1
PO-000623,SUP-056,2026-06-08,2026-06-29,2026-07-01,entregue,6216.34,2
PO-000624,SUP-061,2026-07-09,2026-07-31,2026-07-31,aberto,6308.35,0
PO-000625,SUP-066,2024-08-10,2024-09-02,2024-09-03,entregue,5370.00,1
PO-000626,SUP-071,2024-09-11,2024-10-05,2024-10-07,entregue,5455.30,2
PO-000627,SUP-076,2024-10-12,2024-11-06,2024-11-06,entregue,5541.26,0
PO-000628,SUP-081,2024-11-13,2024-12-09,2024-12-10,entregue,5627.90,1
PO-000629,SUP-001,2024-12-14,2025-01-10,2025-01-12,entregue,5715.22,2
PO-000630,SUP-006,2025-01-15,2025-01-25,2025-01-25,entregue,1872.00,0
PO-000631,SUP-011,2025-02-16,2025-02-27,2025-03-08,entregue,1930.42,9
PO-000632,SUP-016,2025-03-17,2025-03-29,2025-03-31,entregue,1989.50,2
